date,time,brightness,altitude,azimuth,satellite,distance to flare centre,brightness at flare centre,sun altitude,city,country,latitude,longitude,
Mar 23, 18:46:02,0.7,36°,358° (N),Iridium 70,43 km (W),-7.3,-11°,Copenhagen,Denmark,55.67,12.57,
Mar 24, 01:46:51,0.6,18°,116° (ESE),Iridium 90,61 km (W),-7.1,-25°,Copenhagen,Denmark,55.67,12.57,
Mar 25, 01:38:07,0.8,14°,114° (ESE),Iridium 13,197 km (E),-7.0,-26°,Copenhagen,Denmark,55.67,12.57,
Mar 25, 02:03:20,-4.8,16°,110° (ESE),Iridium 40,5 km (W),-7.2,-23°,Copenhagen,Denmark,55.67,12.57,
Mar 25, 03:56:41,-7.0,29°,19° (NNE),Iridium 82,8 km (W),-7.7,-10°,Copenhagen,Denmark,55.67,12.57,
Mar 26, 00:54:12,-0.9,10°,109° (ESE),Iridium 12,150 km (W),-6.0,-29°,Copenhagen,Denmark,55.67,12.57,
Mar 26, 01:43:59,-4.4,18°,118° (ESE),Iridium 13,64 km (E),-7.3,-25°,Copenhagen,Denmark,55.67,12.57,
Mar 26, 18:27:27,0.4,41°,356° (N),Iridium 72,38 km (W),-7.6,-8°,Copenhagen,Denmark,55.67,12.57,
Mar 27, 00:47:58,-6.0,9°,111° (ESE),Iridium 86,12 km (W),-6.0,-29°,Copenhagen,Denmark,55.67,12.57,
Mar 27, 00:57:23,-2.8,11°,111° (ESE),Iridium 50,86 km (W),-6.2,-28°,Copenhagen,Denmark,55.67,12.57,
Mar 27, 01:06:57,-0.1,14°,112° (ESE),Iridium 56,181 km (W),-6.3,-27°,Copenhagen,Denmark,55.67,12.57,
Mar 27, 01:49:52,0.8,24°,121° (ESE),Iridium 13,74 km (W),-7.7,-24°,Copenhagen,Denmark,55.67,12.57,
Mar 27, 18:21:17,-1.0,43°,356° (N),Iridium 62,24 km (W),-7.6,-7°,Copenhagen,Denmark,55.67,12.57,
Mar 25, 10:59:05,0.2,42°,0° (N),Iridium 62,35 km (W),-7.7,-12°,Shanghai,China,31.17,121.47,
Mar 26, 10:52:55,-3.2,44°,1° (N),Iridium 65,12 km (W),-7.8,-10°,Shanghai,China,31.17,121.47,
Mar 27, 10:46:47,-0.5,45°,3° (N),Iridium 68,30 km (E),-7.8,-9°,Shanghai,China,31.17,121.47,
Mar 22, 14:10:19,0.0,38°,5° (N),Iridium 70,35 km (W),-7.6,-15°,New Delhi,India,28.58,77.2,
Mar 23, 14:04:08,-0.2,40°,4° (N),Iridium 64,32 km (W),-7.7,-14°,New Delhi,India,28.58,77.2,
Mar 24, 13:57:58,-4.9,42°,4° (N),Iridium 67,7 km (W),-7.7,-12°,New Delhi,India,28.58,77.2,
Mar 25, 13:51:50,-1.9,43°,5° (N),Iridium 72,20 km (E),-7.8,-11°,New Delhi,India,28.58,77.2,
Mar 22, 21:50:05,-3.7,53°,20° (NNE),Iridium 21,11 km (W),-8.2,-12°,Rio de Janeiro,Brazil,-22.95,-43.2,
Mar 23, 08:07:10,-4.0,46°,356° (N),Iridium 39,11 km (W),-8.0,-12°,Rio de Janeiro,Brazil,-22.95,-43.2,
Mar 25, 08:15:02,-2.4,46°,360° (N),Iridium 41,17 km (W),-7.9,-11°,Rio de Janeiro,Brazil,-22.95,-43.2,
Mar 24, 01:57:32,-3.5,33°,0° (N),Iridium 82,6 km (E),-7.9,-18°,Djibouti,Djibouti,11.5,43.05,
Mar 25, 02:34:48,-1.2,41°,12° (NNE),Iridium 15,23 km (E),-7.7,-9°,Djibouti,Djibouti,11.5,43.05,
Mar 25, 16:03:55,0.7,46°,3° (N),Iridium 14,42 km (W),-7.9,-12°,Djibouti,Djibouti,11.5,43.05,
Mar 26, 02:31:42,-0.8,41°,7° (N),Iridium 80,28 km (W),-7.7,-10°,Djibouti,Djibouti,11.5,43.05,
Mar 26, 15:57:48,-0.8,47°,3° (N),Iridium 66,27 km (W),-7.9,-10°,Djibouti,Djibouti,11.5,43.05,
Mar 27, 15:51:42,-0.6,47°,6° (N),Iridium 21,29 km (E),-8.0,-9°,Djibouti,Djibouti,11.5,43.05,
Mar 21, 03:42:21,-7.7,48°,19° (NNE),Iridium 81,2 km (W),-7.8,-2°,Ankara,Turkey,39.92,32.92,
Mar 21, 17:13:17,0.4,35°,7° (N),Iridium 66,41 km (E),-7.5,-15°,Ankara,Turkey,39.92,32.92,
Mar 25, 16:57:47,0.5,41°,358° (N),Iridium 68,39 km (W),-7.6,-11°,Ankara,Turkey,39.92,32.92,
Mar 26, 02:26:55,-1.1,26°,13° (NNE),Iridium 82,22 km (E),-7.6,-15°,Ankara,Turkey,39.92,32.92,
Mar 26, 16:51:37,-4.7,43°,360° (N),Iridium 75,8 km (W),-7.7,-9°,Ankara,Turkey,39.92,32.92,
Mar 27, 03:07:30,-7.3,38°,17° (NNE),Iridium 15,2 km (W),-7.4,-7°,Ankara,Turkey,39.92,32.92,
Mar 27, 16:45:27,-7.8,44°,359° (N),Iridium 14,1 km (E),-7.8,-8°,Ankara,Turkey,39.92,32.92,
Mar 25, 14:07:22,-5.6,44°,6° (N),Iridium 70,7 km (E),-7.9,-12°,Bombay,India,19.0,72.8,
Mar 26, 14:01:14,-4.2,45°,5° (N),Iridium 64,10 km (E),-7.9,-10°,Bombay,India,19.0,72.8,
Mar 27, 00:29:06,0.1,39°,9° (N),Iridium 98,38 km (W),-7.6,-10°,Bombay,India,19.0,72.8,
Mar 27, 13:55:06,0.2,46°,6° (N),Iridium 67,37 km (E),-7.9,-9°,Bombay,India,19.0,72.8,
Mar 21, 17:18:26,0.5,48°,341° (NNW),Iridium 82,45 km (W),-8.3,-14°,Auckland,New Zealand,-36.87,174.75,
Mar 23, 07:12:17,0.4,58°,17° (NNE),Iridium 65,39 km (W),-8.3,-10°,Auckland,New Zealand,-36.87,174.75,
Mar 24, 07:06:16,-7.6,57°,20° (NNE),Iridium 68,4 km (E),-8.3,-9°,Auckland,New Zealand,-36.87,174.75,
Mar 25, 07:00:13,0.7,55°,22° (NNE),Iridium 75,43 km (E),-8.2,-8°,Auckland,New Zealand,-36.87,174.75,
Mar 27, 16:46:52,-0.4,44°,336° (NNW),Iridium 82,27 km (E),-8.3,-21°,Auckland,New Zealand,-36.87,174.75,
Mar 21, 19:51:37,0.6,34°,4° (N),Iridium 70,44 km (E),-7.4,-13°,Plymouth,England,50.42,-4.08,
Mar 22, 19:45:24,-0.1,36°,3° (N),Iridium 64,35 km (E),-7.5,-12°,Plymouth,England,50.42,-4.08,
Mar 23, 19:39:11,0.8,38°,3° (N),Iridium 67,46 km (E),-7.6,-11°,Plymouth,England,50.42,-4.08,
Mar 22, 23:32:27,-3.9,51°,18° (NNE),Iridium 21,10 km (W),-8.2,-13°,La Paz,Bolivia,-16.45,-68.37,
Mar 23, 09:48:40,-3.8,44°,357° (N),Iridium 39,12 km (W),-8.0,-13°,La Paz,Bolivia,-16.45,-68.37,
Mar 25, 09:57:21,0.4,45°,359° (N),Iridium 41,40 km (W),-7.9,-11°,La Paz,Bolivia,-16.45,-68.37,
Mar 21, 15:52:03,0.1,49°,26° (NNE),Iridium 72,39 km (E),-8.2,-13°,Tananarive,Madagascar,-18.83,47.55,
Mar 23, 02:22:53,-2.7,47°,8° (N),Iridium 80,15 km (E),-7.9,-8°,Tananarive,Madagascar,-18.83,47.55,
Mar 25, 15:36:54,-1.4,52°,11° (N),Iridium 70,22 km (W),-8.1,-10°,Tananarive,Madagascar,-18.83,47.55,
Mar 26, 15:30:50,-2.7,53°,9° (N),Iridium 64,14 km (W),-8.1,-9°,Tananarive,Madagascar,-18.83,47.55,
Mar 27, 15:24:45,-2.5,52°,9° (N),Iridium 67,16 km (E),-8.1,-8°,Tananarive,Madagascar,-18.83,47.55,
Mar 21, 20:47:33,-3.4,47°,17° (NNE),Iridium 41,12 km (W),-7.8,-3°,Osaka,Japan,34.53,135.5,
Mar 24, 20:29:38,-2.4,41°,18° (NNE),Iridium 80,16 km (E),-7.5,-6°,Osaka,Japan,34.53,135.5,
Mar 25, 10:05:14,0.7,42°,359° (N),Iridium 67,42 km (W),-7.7,-11°,Osaka,Japan,34.53,135.5,
Mar 26, 09:59:05,-1.8,43°,360° (N),Iridium 72,19 km (W),-7.7,-10°,Osaka,Japan,34.53,135.5,
Mar 27, 09:52:57,-4.1,45°,1° (N),Iridium 62,10 km (E),-7.8,-9°,Osaka,Japan,34.53,135.5,
Mar 20, 23:21:53,-0.6,56°,25° (NNE),Iridium 70,30 km (W),-8.3,-12°,Córdoba,Argentina,-31.47,-64.17,
Mar 21, 09:16:22,-0.8,47°,345° (NNW),Iridium 82,32 km (W),-8.3,-14°,Córdoba,Argentina,-31.47,-64.17,
Mar 21, 09:54:00,-1.6,49°,11° (N),Iridium 15,20 km (E),-8.0,-7°,Córdoba,Argentina,-31.47,-64.17,
Mar 21, 23:15:51,-1.5,56°,23° (NNE),Iridium 64,22 km (W),-8.3,-11°,Córdoba,Argentina,-31.47,-64.17,
Mar 22, 23:09:47,-5.7,55°,23° (NNE),Iridium 67,6 km (E),-8.3,-10°,Córdoba,Argentina,-31.47,-64.17,
Mar 23, 23:03:46,0.1,54°,23° (NNE),Iridium 72,37 km (E),-8.2,-9°,Córdoba,Argentina,-31.47,-64.17,
Mar 24, 09:40:59,-7.8,48°,2° (N),Iridium 15,3 km (W),-8.0,-10°,Córdoba,Argentina,-31.47,-64.17,
Mar 25, 09:34:47,0.7,47°,4° (N),Iridium 80,42 km (E),-7.9,-11°,Córdoba,Argentina,-31.47,-64.17,
Mar 27, 08:44:51,0.2,43°,339° (NNW),Iridium 82,33 km (E),-8.3,-22°,Córdoba,Argentina,-31.47,-64.17,
Mar 27, 09:27:59,-1.2,45°,353° (N),Iridium 15,24 km (W),-8.0,-13°,Córdoba,Argentina,-31.47,-64.17,
Mar 22, 03:21:09,-0.6,35°,12° (NNE),Iridium 82,32 km (W),-8.0,-10°,Bucharest,Romania,44.42,26.12,
Mar 23, 03:59:13,-7.6,45°,19° (NNE),Iridium 15,2 km (W),-7.7,-3°,Bucharest,Romania,44.42,26.12,
Mar 24, 17:32:38,-0.9,39°,360° (N),Iridium 68,25 km (W),-7.6,-11°,Bucharest,Romania,44.42,26.12,
Mar 25, 17:26:27,-7.5,41°,1° (N),Iridium 75,3 km (E),-7.7,-10°,Bucharest,Romania,44.42,26.12,
Mar 26, 17:20:16,-4.3,43°,0° (N),Iridium 14,9 km (E),-7.7,-9°,Bucharest,Romania,44.42,26.12,
Mar 27, 17:14:07,-3.2,44°,359° (N),Iridium 66,13 km (E),-7.8,-7°,Bucharest,Romania,44.42,26.12,
Mar 21, 02:51:49,-1.9,9°,107° (ESE),Iridium 13,181 km (E),-6.6,-27°,Glasgow,Scotland,55.83,-4.25,
Mar 21, 02:56:27,-0.4,12°,109° (ESE),Iridium 90,17 km (W),-6.7,-26°,Glasgow,Scotland,55.83,-4.25,
Mar 21, 20:02:22,0.0,33°,360° (N),Iridium 62,35 km (W),-7.2,-13°,Glasgow,Scotland,55.83,-4.25,
Mar 22, 02:57:37,-4.7,13°,110° (ESE),Iridium 13,92 km (E),-6.8,-26°,Glasgow,Scotland,55.83,-4.25,
Mar 22, 03:14:45,-0.8,12°,104° (ESE),Iridium 40,99 km (W),-6.8,-24°,Glasgow,Scotland,55.83,-4.25,
Mar 22, 19:56:08,-0.5,35°,359° (N),Iridium 65,30 km (W),-7.3,-12°,Glasgow,Scotland,55.83,-4.25,
Mar 23, 03:03:26,-2.3,17°,113° (ESE),Iridium 13,15 km (W),-7.2,-25°,Glasgow,Scotland,55.83,-4.25,
Mar 23, 03:57:31,-1.0,9°,17° (NNE),Iridium 40,66 km (E),-6.1,-19°,Glasgow,Scotland,55.83,-4.25,
Mar 23, 19:49:56,-4.2,37°,360° (N),Iridium 68,9 km (W),-7.4,-11°,Glasgow,Scotland,55.83,-4.25,
Mar 24, 02:57:51,0.2,11°,106° (ESE),Iridium 40,202 km (E),-6.7,-25°,Glasgow,Scotland,55.83,-4.25,
Mar 24, 19:43:45,-4.8,39°,0° (N),Iridium 75,8 km (E),-7.5,-10°,Glasgow,Scotland,55.83,-4.25,
Mar 25, 02:04:29,0.9,9°,106° (ESE),Iridium 50,265 km (W),-6.0,-29°,Glasgow,Scotland,55.83,-4.25,
Mar 25, 19:37:33,-5.0,40°,360° (N),Iridium 14,8 km (E),-7.6,-9°,Glasgow,Scotland,55.83,-4.25,
Mar 26, 01:58:17,-1.1,9°,107° (ESE),Iridium 53,117 km (W),-6.0,-29°,Glasgow,Scotland,55.83,-4.25,
Mar 26, 02:07:28,-0.5,11°,110° (ESE),Iridium 84,172 km (W),-6.2,-28°,Glasgow,Scotland,55.83,-4.25,
Mar 26, 02:34:05,-1.6,15°,117° (ESE),Iridium 90,162 km (E),-6.9,-26°,Glasgow,Scotland,55.83,-4.25,
Mar 26, 19:31:23,-6.7,42°,359° (N),Iridium 66,5 km (E),-7.6,-8°,Glasgow,Scotland,55.83,-4.25,
Mar 27, 02:01:12,-6.0,11°,111° (ESE),Iridium 12,33 km (W),-6.1,-28°,Glasgow,Scotland,55.83,-4.25,
Mar 27, 02:20:00,0.8,16°,114° (ESE),Iridium 83,224 km (W),-6.5,-27°,Glasgow,Scotland,55.83,-4.25,
Mar 27, 19:25:13,-0.4,44°,0° (N),Iridium 21,31 km (E),-7.7,-6°,Glasgow,Scotland,55.83,-4.25,
Mar 25, 11:23:55,0.4,44°,2° (N),Iridium 65,38 km (W),-7.8,-12°,Hong Kong,China,22.33,114.18,
Mar 26, 11:17:48,-4.3,45°,4° (N),Iridium 68,10 km (E),-7.9,-10°,Hong Kong,China,22.33,114.18,
Mar 21, 15:59:01,-2.0,36°,4° (N),Iridium 21,19 km (W),-7.5,-16°,Teheran,Iran,35.75,51.75,
Mar 22, 15:52:53,-0.3,37°,7° (N),Iridium 70,33 km (E),-7.6,-14°,Teheran,Iran,35.75,51.75,
Mar 23, 15:46:41,-0.3,39°,6° (N),Iridium 64,33 km (E),-7.7,-13°,Teheran,Iran,35.75,51.75,
Mar 24, 02:56:43,0.7,13°,111° (ESE),Iridium 40,179 km (W),-7.0,-26°,London,England,51.53,-0.08,
Mar 24, 05:39:11,-5.3,43°,21° (NNE),Iridium 98,6 km (E),-7.5,-3°,London,England,51.53,-0.08,
Mar 24, 19:24:16,0.5,38°,358° (N),Iridium 21,39 km (W),-7.5,-11°,London,England,51.53,-0.08,
Mar 25, 19:18:06,-7.1,40°,359° (N),Iridium 70,4 km (W),-7.6,-9°,London,England,51.53,-0.08,
Mar 26, 19:11:55,-3.3,42°,358° (N),Iridium 64,12 km (W),-7.6,-8°,London,England,51.53,-0.08,
Mar 27, 19:05:44,-7.6,44°,358° (N),Iridium 67,2 km (W),-7.7,-7°,London,England,51.53,-0.08,
Mar 22, 11:42:33,-0.1,40°,6° (N),Iridium 67,34 km (W),-7.7,-15°,Canton,China,23.12,113.25,
Mar 23, 11:36:25,-7.3,41°,7° (N),Iridium 72,3 km (W),-7.8,-14°,Canton,China,23.12,113.25,
Mar 24, 11:30:18,-0.3,42°,9° (N),Iridium 62,33 km (E),-7.8,-12°,Canton,China,23.12,113.25,
Mar 25, 21:51:50,-5.4,40°,12° (NNE),Iridium 41,7 km (W),-7.6,-9°,Canton,China,23.12,113.25,
Mar 21, 19:52:30,-3.0,33°,2° (N),Iridium 70,14 km (E),-7.3,-13°,Liverpool,England,53.42,-3.0,
Mar 22, 19:46:17,-7.3,35°,1° (N),Iridium 64,4 km (E),-7.4,-12°,Liverpool,England,53.42,-3.0,
Mar 23, 03:56:45,-2.9,10°,16° (NNE),Iridium 40,33 km (E),-6.2,-19°,Liverpool,England,53.42,-3.0,
Mar 23, 05:11:06,-7.9,32°,18° (NNE),Iridium 82,3 km (W),-7.9,-9°,Liverpool,England,53.42,-3.0,
Mar 23, 19:40:04,-3.6,37°,1° (N),Iridium 67,12 km (E),-7.5,-11°,Liverpool,England,53.42,-3.0,
Mar 24, 02:57:07,-6.2,10°,108° (ESE),Iridium 40,79 km (E),-6.7,-26°,Liverpool,England,53.42,-3.0,
Mar 24, 19:33:53,-1.6,39°,1° (N),Iridium 72,22 km (E),-7.6,-10°,Liverpool,England,53.42,-3.0,
Mar 25, 19:27:44,0.2,41°,2° (N),Iridium 62,37 km (E),-7.6,-9°,Liverpool,England,53.42,-3.0,
Mar 26, 05:38:12,-3.6,40°,21° (NNE),Iridium 81,12 km (W),-7.5,-4°,Liverpool,England,53.42,-3.0,
Mar 26, 19:21:33,1.0,43°,2° (N),Iridium 65,47 km (E),-7.7,-7°,Liverpool,England,53.42,-3.0,
Mar 23, 13:16:43,0.6,41°,4° (N),Iridium 72,41 km (W),-7.8,-14°,Calcutta,India,22.57,88.4,
Mar 24, 13:10:36,-6.0,42°,6° (N),Iridium 62,5 km (W),-7.8,-13°,Calcutta,India,22.57,88.4,
Mar 25, 13:04:27,-1.5,44°,7° (N),Iridium 65,23 km (E),-7.9,-11°,Calcutta,India,22.57,88.4,
Mar 25, 23:32:08,0.5,41°,10° (N),Iridium 41,42 km (W),-7.6,-8°,Calcutta,India,22.57,88.4,
Mar 21, 11:44:32,-0.6,35°,3° (N),Iridium 14,29 km (W),-7.4,-16°,Beijing,China,39.92,116.42,
Mar 22, 11:38:20,-1.5,37°,2° (N),Iridium 66,22 km (W),-7.5,-14°,Beijing,China,39.92,116.42,
Mar 22, 20:11:03,-0.9,12°,10° (N),Iridium 40,42 km (E),-6.7,-24°,Beijing,China,39.92,116.42,
Mar 23, 11:32:10,-2.0,38°,4° (N),Iridium 21,20 km (E),-7.6,-13°,Beijing,China,39.92,116.42,
Mar 27, 21:29:20,-3.6,37°,17° (NNE),Iridium 15,12 km (W),-7.4,-8°,Beijing,China,39.92,116.42,
Mar 21, 04:46:46,0.2,35°,16° (NNE),Iridium 82,30 km (E),-7.9,-11°,Marseilles,France,43.33,5.33,
Mar 24, 18:54:30,0.8,40°,358° (N),Iridium 66,43 km (W),-7.6,-11°,Marseilles,France,43.33,5.33,
Mar 25, 18:48:20,-5.5,41°,0° (N),Iridium 21,6 km (W),-7.7,-10°,Marseilles,France,43.33,5.33,
Mar 26, 18:42:11,0.3,43°,2° (N),Iridium 70,38 km (E),-7.7,-9°,Marseilles,France,43.33,5.33,
Mar 27, 04:57:48,-2.7,38°,17° (NNE),Iridium 81,16 km (W),-7.4,-7°,Marseilles,France,43.33,5.33,
Mar 27, 18:36:00,-0.1,44°,1° (N),Iridium 64,33 km (E),-7.8,-7°,Marseilles,France,43.33,5.33,
Mar 21, 01:02:51,-4.0,20°,260° (W),Iridium 22,30 km (W),-6.8,-26°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 01:04:30,-2.8,20°,262° (W),Iridium 11,46 km (W),-6.8,-26°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 02:59:44,-5.8,10°,85° (E),Iridium 52,0 km (W),-5.9,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 03:08:51,-2.3,12°,87° (E),Iridium 53,102 km (W),-6.0,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 03:17:53,-0.3,14°,90° (E),Iridium 84,174 km (W),-6.1,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 04:11:44,-0.6,12°,93° (E),Iridium 40,138 km (E),-6.6,-20°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 21:26:54,-7.1,33°,1° (N),Iridium 75,2 km (E),-7.2,-11°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 00:19:21,-0.2,25°,255° (WSW),Iridium 94,25 km (E),-7.7,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 02:53:29,0.8,10°,87° (E),Iridium 10,235 km (E),-5.9,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 03:02:40,-1.6,11°,88° (E),Iridium 54,107 km (E),-6.0,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 03:11:43,-6.0,13°,91° (E),Iridium 12,18 km (E),-6.1,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 03:30:06,0.7,17°,95° (E),Iridium 83,200 km (W),-6.4,-22°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 04:10:32,0.2,22°,106° (ESE),Iridium 90,54 km (W),-7.2,-19°,Reykjavík,Iceland,64.07,-21.97,
Mar 22, 21:20:41,-4.9,35°,1° (N),Iridium 14,7 km (W),-7.3,-10°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 00:39:52,-3.1,21°,267° (W),Iridium 46,71 km (E),-6.9,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 00:50:37,-2.2,21°,265° (W),Iridium 76,61 km (E),-6.8,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 00:52:26,-1.4,21°,266° (W),Iridium 47,81 km (E),-6.8,-25°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 01:01:33,-4.0,19°,267° (W),Iridium 11,32 km (W),-6.7,-25°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 03:05:33,0.8,13°,92° (E),Iridium 86,196 km (E),-6.1,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 03:14:48,-2.6,14°,93° (E),Iridium 50,64 km (E),-6.2,-22°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 03:24:09,-3.5,16°,95° (E),Iridium 56,53 km (W),-6.3,-22°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 03:33:07,0.3,18°,97° (E),Iridium 52,156 km (W),-6.5,-21°,Reykjavík,Iceland,64.07,-21.97,
Mar 23, 21:14:29,-2.3,36°,360° (N),Iridium 66,17 km (W),-7.4,-9°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 00:27:47,-2.8,20°,263° (W),Iridium 94,93 km (W),-7.2,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 01:03:14,-1.6,18°,269° (W),Iridium 22,73 km (W),-6.6,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 01:05:00,-1.2,17°,271° (W),Iridium 11,85 km (W),-6.6,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 03:17:44,-0.6,16°,97° (E),Iridium 84,106 km (E),-6.3,-22°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 03:26:56,-6.4,18°,98° (E),Iridium 10,8 km (W),-6.5,-21°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 03:36:08,0.1,20°,100° (E),Iridium 54,126 km (W),-6.6,-21°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 04:33:02,0.8,24°,104° (ESE),Iridium 40,99 km (W),-7.6,-17°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 21:08:18,-7.3,38°,0° (N),Iridium 21,2 km (W),-7.4,-9°,Reykjavík,Iceland,64.07,-21.97,
Mar 24, 23:42:28,-1.4,23°,263° (W),Iridium 23,36 km (W),-8.1,-21°,Reykjavík,Iceland,64.07,-21.97,
Mar 25, 01:06:51,0.5,16°,275° (W),Iridium 25,150 km (W),-6.5,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 25, 03:30:03,-6.6,20°,101° (ESE),Iridium 83,2 km (W),-6.6,-21°,Reykjavík,Iceland,64.07,-21.97,
