date,time,brightness,altitude,azimuth,satellite,distance to flare centre,brightness at flare centre,sun altitude,city,country,latitude,longitude,
Mar 25, 03:39:11,0.1,23°,104° (ESE),Iridium 86,109 km (W),-6.8,-20°,Reykjavík,Iceland,64.07,-21.97,
Mar 25, 21:02:07,-2.3,40°,1° (N),Iridium 70,18 km (E),-7.5,-8°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 00:31:21,-0.6,17°,270° (W),Iridium 94,141 km (W),-6.9,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 00:52:55,-2.3,19°,275° (W),Iridium 47,68 km (E),-6.6,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 01:02:04,-3.3,17°,277° (W),Iridium 11,45 km (W),-6.4,-24°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 03:24:07,-0.3,20°,101° (ESE),Iridium 56,96 km (E),-6.6,-21°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 03:33:06,-6.6,22°,104° (ESE),Iridium 52,12 km (W),-6.8,-20°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 03:42:19,0.8,25°,106° (ESE),Iridium 53,124 km (W),-6.9,-20°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 04:15:53,-0.2,22°,105° (ESE),Iridium 40,79 km (E),-7.4,-17°,Reykjavík,Iceland,64.07,-21.97,
Mar 26, 20:55:56,-7.4,42°,360° (N),Iridium 64,4 km (E),-7.6,-7°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 00:39:09,-3.2,16°,280° (W),Iridium 46,7 km (E),-6.6,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 01:03:44,-1.5,16°,279° (W),Iridium 22,81 km (W),-6.4,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 01:05:36,-1.4,16°,280° (W),Iridium 11,86 km (W),-6.3,-23°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 03:26:56,-0.5,22°,105° (ESE),Iridium 10,79 km (E),-6.8,-20°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 03:36:08,-3.6,25°,106° (ESE),Iridium 54,31 km (W),-6.9,-20°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 03:47:50,-2.1,25°,112° (ESE),Iridium 90,66 km (E),-7.4,-19°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 04:18:30,0.2,11°,80° (E),Iridium 82,261 km (W),-6.2,-17°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 05:57:21,0.0,24°,24° (NNE),Iridium 82,36 km (E),-7.3,-8°,Reykjavík,Iceland,64.07,-21.97,
Mar 27, 20:49:45,-6.1,44°,359° (N),Iridium 67,6 km (E),-7.7,-6°,Reykjavík,Iceland,64.07,-21.97,
Mar 21, 02:39:54,0.9,15°,16° (NNE),Iridium 40,69 km (E),-6.8,-18°,Warsaw,Poland,52.23,21.0,
Mar 23, 02:23:55,-6.3,11°,16° (NNE),Iridium 40,8 km (E),-6.4,-20°,Warsaw,Poland,52.23,21.0,
Mar 23, 03:34:06,-1.5,32°,18° (NNE),Iridium 82,18 km (E),-7.8,-10°,Warsaw,Poland,52.23,21.0,
Mar 24, 01:24:26,-3.0,11°,109° (ESE),Iridium 40,23 km (W),-6.7,-27°,Warsaw,Poland,52.23,21.0,
Mar 27, 17:43:46,-1.8,43°,357° (N),Iridium 21,19 km (W),-7.7,-7°,Warsaw,Poland,52.23,21.0,
Mar 22, 12:22:21,-0.1,45°,12° (NNE),Iridium 70,34 km (W),-8.0,-15°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 23, 12:16:14,-1.0,46°,11° (N),Iridium 64,26 km (W),-8.0,-14°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 24, 12:10:08,-5.8,46°,12° (NNE),Iridium 67,6 km (E),-8.0,-13°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 25, 12:04:04,0.4,47°,13° (NNE),Iridium 72,41 km (E),-8.0,-11°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 25, 22:34:27,0.1,41°,10° (N),Iridium 15,36 km (E),-7.7,-11°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 24, 21:26:00,-7.0,42°,11° (N),Iridium 18,5 km (W),-7.7,-8°,Manila,Philippines,14.58,120.95,
Mar 25, 10:54:18,0.8,45°,3° (N),Iridium 62,43 km (W),-7.9,-12°,Manila,Philippines,14.58,120.95,
Mar 26, 10:48:10,-3.0,46°,4° (N),Iridium 65,13 km (W),-7.9,-11°,Manila,Philippines,14.58,120.95,
Mar 26, 21:16:04,0.0,39°,7° (N),Iridium 41,37 km (W),-7.6,-10°,Manila,Philippines,14.58,120.95,
Mar 27, 10:42:04,0.2,47°,7° (N),Iridium 68,37 km (E),-8.0,-9°,Manila,Philippines,14.58,120.95,
Mar 21, 18:19:29,0.5,34°,0° (N),Iridium 62,41 km (W),-7.3,-14°,Budapest,Hungary,47.5,19.08,
Mar 22, 04:13:01,-3.8,40°,19° (NNE),Iridium 39,10 km (E),-7.6,-6°,Budapest,Hungary,47.5,19.08,
Mar 22, 18:13:16,-0.7,36°,0° (N),Iridium 65,27 km (W),-7.4,-13°,Budapest,Hungary,47.5,19.08,
Mar 23, 18:07:04,-7.4,37°,1° (N),Iridium 68,2 km (E),-7.5,-12°,Budapest,Hungary,47.5,19.08,
Mar 24, 18:00:53,-0.8,39°,2° (N),Iridium 75,28 km (E),-7.6,-11°,Budapest,Hungary,47.5,19.08,
Mar 25, 04:15:47,-7.4,41°,20° (NNE),Iridium 18,2 km (E),-7.5,-4°,Budapest,Hungary,47.5,19.08,
Mar 25, 17:54:42,-0.3,41°,2° (N),Iridium 14,33 km (E),-7.7,-9°,Budapest,Hungary,47.5,19.08,
Mar 26, 17:48:32,0.0,43°,2° (N),Iridium 66,35 km (E),-7.7,-8°,Budapest,Hungary,47.5,19.08,
Mar 21, 02:36:59,-5.8,18°,10° (N),Iridium 40,8 km (E),-7.3,-21°,Sofia,Bulgaria,42.67,23.33,
Mar 23, 02:21:14,-6.3,12°,11° (NNE),Iridium 40,8 km (E),-6.7,-23°,Sofia,Bulgaria,42.67,23.33,
Mar 23, 17:47:25,0.8,38°,360° (N),Iridium 66,44 km (W),-7.5,-13°,Sofia,Bulgaria,42.67,23.33,
Mar 24, 17:41:14,-5.6,40°,1° (N),Iridium 21,6 km (W),-7.6,-11°,Sofia,Bulgaria,42.67,23.33,
Mar 25, 03:36:15,-0.8,34°,17° (NNE),Iridium 39,28 km (E),-7.3,-9°,Sofia,Bulgaria,42.67,23.33,
Mar 25, 17:35:05,0.4,41°,3° (N),Iridium 70,39 km (E),-7.7,-10°,Sofia,Bulgaria,42.67,23.33,
Mar 26, 17:28:54,0.0,43°,2° (N),Iridium 64,35 km (E),-7.8,-9°,Sofia,Bulgaria,42.67,23.33,
Mar 27, 03:47:28,-0.8,38°,17° (NNE),Iridium 80,29 km (W),-7.4,-6°,Sofia,Bulgaria,42.67,23.33,
Mar 24, 19:52:13,0.5,38°,358° (N),Iridium 70,39 km (W),-7.4,-11°,Dublin,Ireland,53.33,-6.25,
Mar 25, 05:57:32,-6.8,41°,22° (NNE),Iridium 18,5 km (E),-7.5,-4°,Dublin,Ireland,53.33,-6.25,
Mar 26, 19:39:50,0.6,42°,356° (N),Iridium 67,40 km (W),-7.6,-8°,Dublin,Ireland,53.33,-6.25,
Mar 27, 03:17:49,-0.3,20°,116° (ESE),Iridium 40,80 km (W),-7.5,-24°,Dublin,Ireland,53.33,-6.25,
Mar 27, 19:33:40,-0.5,43°,356° (N),Iridium 72,29 km (W),-7.7,-7°,Dublin,Ireland,53.33,-6.25,
Mar 22, 23:36:36,-0.8,57°,19° (NNE),Iridium 72,27 km (W),-8.3,-10°,Santiago,Chile,-33.47,-70.75,
Mar 23, 23:30:35,-5.0,56°,20° (NNE),Iridium 62,8 km (E),-8.3,-9°,Santiago,Chile,-33.47,-70.75,
Mar 24, 10:07:38,-2.3,48°,0° (N),Iridium 80,18 km (W),-8.0,-10°,Santiago,Chile,-33.47,-70.75,
Mar 24, 23:24:32,0.0,55°,21° (NNE),Iridium 65,36 km (E),-8.2,-8°,Santiago,Chile,-33.47,-70.75,
Mar 26, 09:56:00,0.3,47°,1° (N),Iridium 18,37 km (E),-8.0,-12°,Santiago,Chile,-33.47,-70.75,
Mar 21, 05:39:05,-5.8,48°,21° (NNE),Iridium 98,6 km (W),-7.8,-1°,Amsterdam,Netherlands,52.37,4.88,
Mar 26, 18:53:55,-0.4,42°,357° (N),Iridium 62,30 km (W),-7.6,-8°,Amsterdam,Netherlands,52.37,4.88,
Mar 27, 05:00:16,-3.2,38°,20° (NNE),Iridium 81,14 km (W),-7.4,-5°,Amsterdam,Netherlands,52.37,4.88,
Mar 27, 18:47:44,-1.6,44°,357° (N),Iridium 65,20 km (W),-7.7,-7°,Amsterdam,Netherlands,52.37,4.88,
Mar 27, 20:39:03,-2.7,12°,360° (N),Iridium 23,17 km (W),-7.3,-22°,Amsterdam,Netherlands,52.37,4.88,
Mar 24, 02:14:46,0.3,41°,3° (N),Iridium 67,37 km (W),-7.7,-13°,Chihuahua,Mexico,28.62,-106.08,
Mar 25, 02:08:37,-3.8,42°,3° (N),Iridium 72,10 km (W),-7.8,-12°,Chihuahua,Mexico,28.62,-106.08,
Mar 25, 12:31:26,-2.4,40°,16° (NNE),Iridium 18,16 km (E),-7.6,-8°,Chihuahua,Mexico,28.62,-106.08,
Mar 26, 02:02:30,-1.4,43°,5° (N),Iridium 62,23 km (E),-7.8,-10°,Chihuahua,Mexico,28.62,-106.08,
Mar 27, 12:00:13,-2.2,31°,11° (NNE),Iridium 39,19 km (E),-7.3,-14°,Chihuahua,Mexico,28.62,-106.08,
Mar 22, 18:42:08,-0.4,35°,360° (N),Iridium 68,31 km (W),-7.3,-13°,Berlin,Germany,52.5,13.42,
Mar 23, 18:35:56,-3.7,37°,0° (N),Iridium 75,11 km (W),-7.4,-11°,Berlin,Germany,52.5,13.42,
Mar 24, 04:23:55,-6.9,37°,20° (NNE),Iridium 39,4 km (E),-7.4,-6°,Berlin,Germany,52.5,13.42,
Mar 24, 18:29:43,-4.0,39°,359° (N),Iridium 14,10 km (W),-7.5,-10°,Berlin,Germany,52.5,13.42,
Mar 25, 02:02:23,0.1,16°,113° (ESE),Iridium 40,118 km (W),-7.2,-25°,Berlin,Germany,52.5,13.42,
Mar 25, 18:23:33,-3.7,41°,359° (N),Iridium 66,10 km (W),-7.6,-9°,Berlin,Germany,52.5,13.42,
Mar 26, 04:32:42,-4.6,39°,22° (NNE),Iridium 98,8 km (E),-7.4,-4°,Berlin,Germany,52.5,13.42,
Mar 26, 18:17:22,-2.1,42°,360° (N),Iridium 21,18 km (E),-7.7,-8°,Berlin,Germany,52.5,13.42,
Mar 21, 19:52:01,0.8,33°,360° (N),Iridium 70,45 km (W),-7.2,-14°,Bristol,England,51.47,-2.58,
Mar 23, 03:56:16,-2.1,10°,15° (NNE),Iridium 40,42 km (E),-6.3,-20°,Bristol,England,51.47,-2.58,
Mar 23, 05:10:34,-0.8,33°,15° (NNE),Iridium 82,30 km (W),-7.9,-9°,Bristol,England,51.47,-2.58,
Mar 23, 19:39:34,0.9,37°,358° (N),Iridium 67,45 km (W),-7.4,-12°,Bristol,England,51.47,-2.58,
Mar 24, 02:56:31,-2.8,10°,110° (ESE),Iridium 40,27 km (W),-6.7,-27°,Bristol,England,51.47,-2.58,
Mar 24, 05:48:19,-6.1,43°,21° (NNE),Iridium 41,5 km (E),-7.5,-3°,Bristol,England,51.47,-2.58,
Mar 24, 19:33:23,-0.1,39°,358° (N),Iridium 72,33 km (W),-7.5,-11°,Bristol,England,51.47,-2.58,
Mar 25, 19:27:12,-2.4,40°,358° (N),Iridium 62,16 km (W),-7.6,-9°,Bristol,England,51.47,-2.58,
Mar 26, 19:21:01,-5.6,42°,358° (N),Iridium 65,6 km (W),-7.7,-8°,Bristol,England,51.47,-2.58,
Mar 27, 05:30:23,-5.2,38°,21° (NNE),Iridium 80,7 km (W),-7.3,-5°,Bristol,England,51.47,-2.58,
Mar 27, 19:14:51,-1.7,44°,359° (N),Iridium 68,20 km (E),-7.7,-7°,Bristol,England,51.47,-2.58,
Mar 21, 19:11:09,1.0,35°,8° (N),Iridium 68,50 km (E),-7.5,-15°,Algiers,Algeria,36.83,3.0,
Mar 26, 18:49:28,0.3,43°,358° (N),Iridium 62,36 km (W),-7.7,-10°,Algiers,Algeria,36.83,3.0,
Mar 27, 18:43:18,-2.2,45°,358° (N),Iridium 65,17 km (W),-7.8,-8°,Algiers,Algeria,36.83,3.0,
Mar 21, 08:49:22,-1.9,53°,28° (NNE),Iridium 68,21 km (E),-8.2,-12°,Brisbane,Australia,-27.48,153.13,
Mar 23, 19:14:16,1.0,47°,8° (N),Iridium 98,44 km (E),-7.9,-9°,Brisbane,Australia,-27.48,153.13,
Mar 25, 19:05:23,-2.3,46°,1° (N),Iridium 15,17 km (E),-8.0,-12°,Brisbane,Australia,-27.48,153.13,
Mar 26, 08:28:13,1.0,55°,7° (N),Iridium 62,45 km (W),-8.1,-9°,Brisbane,Australia,-27.48,153.13,
Mar 27, 08:22:09,-2.4,54°,7° (N),Iridium 65,15 km (W),-8.1,-8°,Brisbane,Australia,-27.48,153.13,
Mar 22, 03:14:54,-1.2,17°,9° (N),Iridium 40,33 km (W),-7.2,-22°,Rome,Italy,41.9,12.45,
Mar 24, 02:58:58,-0.2,11°,11° (N),Iridium 40,92 km (W),-6.6,-24°,Rome,Italy,41.9,12.45,
Mar 26, 18:14:22,-2.1,43°,359° (N),Iridium 21,17 km (W),-7.7,-9°,Rome,Italy,41.9,12.45,
Mar 27, 18:08:13,-0.8,44°,1° (N),Iridium 70,28 km (E),-7.8,-8°,Rome,Italy,41.9,12.45,
Mar 22, 00:57:17,0.2,36°,8° (N),Iridium 62,40 km (E),-7.6,-15°,Atlanta,United States,33.75,-84.28,
Mar 26, 11:00:18,-6.2,39°,15° (NNE),Iridium 80,6 km (W),-7.5,-8°,Atlanta,United States,33.75,-84.28,
Mar 27, 00:35:37,0.4,44°,358° (N),Iridium 67,37 km (W),-7.7,-10°,Atlanta,United States,33.75,-84.28,
Mar 28, 00:29:28,-2.8,45°,358° (N),Iridium 72,14 km (W),-7.8,-8°,Atlanta,United States,33.75,-84.28,
Mar 22, 01:51:03,-7.6,37°,7° (N),Iridium 68,0 km (E),-7.6,-15°,Austin,United States,30.27,-97.73,
Mar 23, 01:44:54,0.3,38°,9° (N),Iridium 75,40 km (E),-7.7,-14°,Austin,United States,30.27,-97.73,
Mar 26, 11:54:11,-1.7,39°,13° (NNE),Iridium 18,22 km (W),-7.6,-8°,Austin,United States,30.27,-97.73,
Mar 22, 01:17:53,-7.4,35°,4° (N),Iridium 64,0 km (W),-7.5,-14°,Chicago,United States,41.83,-87.62,
Mar 23, 01:11:41,-2.5,37°,4° (N),Iridium 67,17 km (E),-7.6,-13°,Chicago,United States,41.83,-87.62,
Mar 24, 01:05:31,0.1,39°,4° (N),Iridium 72,37 km (E),-7.6,-12°,Chicago,United States,41.83,-87.62,
Mar 28, 00:50:05,0.2,44°,356° (N),Iridium 70,35 km (W),-7.7,-8°,Chicago,United States,41.83,-87.62,
Mar 22, 09:24:53,0.8,12°,11° (NNE),Iridium 40,70 km (E),-6.7,-23°,Cleveland,United States,41.47,-81.62,
Mar 25, 00:41:02,0.6,40°,359° (N),Iridium 75,41 km (W),-7.6,-12°,Cleveland,United States,41.47,-81.62,
Mar 26, 00:34:51,-0.1,42°,358° (N),Iridium 14,33 km (W),-7.6,-10°,Cleveland,United States,41.47,-81.62,
Mar 27, 00:28:41,-0.6,43°,357° (N),Iridium 66,28 km (W),-7.7,-9°,Cleveland,United States,41.47,-81.62,
Mar 27, 10:24:02,-2.2,32°,15° (NNE),Iridium 39,20 km (W),-7.3,-11°,Cleveland,United States,41.47,-81.62,
Mar 28, 00:22:32,-3.8,45°,359° (N),Iridium 21,11 km (E),-7.8,-8°,Cleveland,United States,41.47,-81.62,
Mar 22, 12:47:19,-3.1,46°,18° (NNE),Iridium 18,14 km (W),-7.8,-3°,Denver,United States,39.75,-105.00,
Mar 25, 02:11:51,0.4,40°,359° (N),Iridium 72,38 km (W),-7.6,-11°,Denver,United States,39.75,-105.00,
Mar 26, 02:05:41,-3.3,42°,360° (N),Iridium 62,12 km (W),-7.7,-10°,Denver,United States,39.75,-105.00,
Mar 27, 01:59:31,-5.7,44°,0° (N),Iridium 65,6 km (E),-7.8,-9°,Denver,United States,39.75,-105.00,
Mar 27, 12:18:11,-2.4,37°,16° (NNE),Iridium 98,18 km (W),-7.4,-7°,Denver,United States,39.75,-105.00,
Mar 28, 01:53:23,0.6,45°,2° (N),Iridium 68,42 km (E),-7.8,-7°,Denver,United States,39.75,-105.00,
Mar 21, 05:51:59,-1.0,39°,9° (N),Iridium 21,26 km (W),-7.7,-17°,Honolulu,United States,21.30,-157.83,
Mar 22, 05:45:54,-0.1,39°,12° (NNE),Iridium 70,37 km (E),-7.7,-15°,Honolulu,United States,21.30,-157.83,
Mar 23, 05:39:44,0.4,40°,11° (N),Iridium 64,42 km (E),-7.8,-14°,Honolulu,United States,21.30,-157.83,
Mar 23, 16:07:04,1.0,42°,17° (NNE),Iridium 98,46 km (E),-7.6,-7°,Honolulu,United States,21.30,-157.83,
Mar 25, 15:58:49,0.5,41°,10° (N),Iridium 15,42 km (W),-7.7,-8°,Honolulu,United States,21.30,-157.83,
Mar 22, 00:22:47,-7.4,35°,4° (N),Iridium 21,1 km (W),-7.5,-15°,New York,United States,40.78,-73.97,
Mar 23, 00:16:38,0.8,37°,6° (N),Iridium 70,46 km (E),-7.6,-13°,New York,United States,40.78,-73.97,
Mar 24, 00:10:26,0.6,39°,5° (N),Iridium 64,43 km (E),-7.6,-12°,New York,United States,40.78,-73.97,
Mar 22, 03:33:42,-6.4,36°,5° (N),Iridium 68,6 km (E),-7.5,-15°,San Francisco,United States,37.78,-122.43,
Mar 23, 03:27:32,0.4,37°,6° (N),Iridium 75,41 km (E),-7.6,-13°,San Francisco,United States,37.78,-122.43,
Mar 23, 03:39:34,0.8,36°,359° (N),Iridium 70,44 km (W),-7.4,-13°,Seattle,United States,47.62,-122.33,
Mar 23, 13:51:58,-4.0,44°,20° (NNE),Iridium 18,10 km (W),-7.7,-3°,Seattle,United States,47.62,-122.33,
Mar 25, 03:27:10,0.3,39°,358° (N),Iridium 67,38 km (W),-7.5,-11°,Seattle,United States,47.62,-122.33,
Mar 26, 03:21:00,-1.3,41°,358° (N),Iridium 72,23 km (W),-7.6,-9°,Seattle,United States,47.62,-122.33,
Mar 27, 03:14:50,-7.5,43°,359° (N),Iridium 62,3 km (W),-7.7,-8°,Seattle,United States,47.62,-122.33,
Mar 28, 03:08:40,-3.8,45°,359° (N),Iridium 65,11 km (E),-7.8,-7°,Seattle,United States,47.62,-122.33,
Mar 25, 02:39:33,-1.1,40°,360° (N),Iridium 62,24 km (W),-7.6,-11°,Salt Lake City,United States,40.77,-111.90,
Mar 26, 02:33:22,-5.2,42°,0° (N),Iridium 65,6 km (W),-7.7,-10°,Salt Lake City,United States,40.77,-111.90,
Mar 26, 12:51:50,-2.3,39°,17° (NNE),Iridium 98,18 km (W),-7.5,-6°,Salt Lake City,United States,40.77,-111.90,
Mar 27, 02:27:13,-0.6,44°,2° (N),Iridium 68,29 km (E),-7.8,-9°,Salt Lake City,United States,40.77,-111.90,
Mar 22, 00:31:21,0.2,36°,7° (N),Iridium 72,39 km (E),-7.5,-14°,Washington,United States,38.88,-77.03,
Mar 26, 00:15:52,-0.5,41°,359° (N),Iridium 70,29 km (W),-7.7,-11°,Washington,United States,38.88,-77.03,
Mar 27, 00:09:42,-0.1,43°,358° (N),Iridium 64,32 km (W),-7.7,-9°,Washington,United States,38.88,-77.03,
Mar 28, 00:03:31,-2.7,45°,358° (N),Iridium 67,14 km (W),-7.8,-8°,Washington,United States,38.88,-77.03,
Mar 22, 00:14:08,-0.4,35°,2° (N),Iridium 68,31 km (W),-7.4,-15°,Boston,United States,42.35,-71.08,
Mar 22, 09:47:32,-2.0,34°,12° (NNE),Iridium 82,23 km (W),-8.0,-11°,Boston,United States,42.35,-71.08,
Mar 23, 00:07:57,-7.4,37°,3° (N),Iridium 75,1 km (W),-7.5,-13°,Boston,United States,42.35,-71.08,
Mar 23, 10:05:08,-2.8,38°,17° (NNE),Iridium 39,14 km (E),-7.5,-8°,Boston,United States,42.35,-71.08,
Mar 24, 00:01:45,-5.3,39°,3° (N),Iridium 14,7 km (E),-7.6,-12°,Boston,United States,42.35,-71.08,
Mar 24, 23:55:34,-3.5,40°,2° (N),Iridium 66,12 km (E),-7.7,-11°,Boston,United States,42.35,-71.08,
Mar 25, 10:13:51,-7.4,41°,18° (NNE),Iridium 41,2 km (W),-7.5,-5°,Boston,United States,42.35,-71.08,
Mar 24, 10:09:37,0.3,31°,11° (NNE),Iridium 82,41 km (W),-7.9,-12°,Toronto,Canada,43.67,-79.40,
Mar 25, 00:32:31,0.1,40°,359° (N),Iridium 72,35 km (W),-7.6,-11°,Toronto,Canada,43.67,-79.40,
Mar 26, 00:26:21,-3.3,42°,359° (N),Iridium 62,12 km (W),-7.7,-10°,Toronto,Canada,43.67,-79.40,
Mar 27, 00:20:10,-7.5,43°,360° (N),Iridium 65,4 km (E),-7.7,-9°,Toronto,Canada,43.67,-79.40,
Mar 28, 00:14:01,0.2,45°,1° (N),Iridium 68,37 km (E),-7.8,-7°,Toronto,Canada,43.67,-79.40,
Mar 21, 03:52:23,0.1,33°,1° (N),Iridium 66,37 km (W),-7.3,-15°,Vancouver,Canada,49.22,-123.10,
Mar 22, 03:46:10,-6.5,35°,2° (N),Iridium 21,5 km (W),-7.4,-14°,Vancouver,Canada,49.22,-123.10,
Mar 23, 03:39:59,-0.3,36°,3° (N),Iridium 70,33 km (E),-7.5,-12°,Vancouver,Canada,49.22,-123.10,
Mar 24, 03:33:46,-1.1,38°,2° (N),Iridium 64,25 km (E),-7.6,-11°,Vancouver,Canada,49.22,-123.10,
Mar 25, 03:27:34,0.2,40°,2° (N),Iridium 67,37 km (E),-7.6,-10°,Vancouver,Canada,49.22,-123.10,
Mar 22, 00:24:09,-2.7,35°,4° (N),Iridium 21,16 km (E),-7.4,-14°,Montreal,Canada,45.50,-73.58,
Mar 26, 10:18:14,-5.9,39°,19° (NNE),Iridium 18,5 km (E),-7.4,-6°,Montreal,Canada,45.50,-73.58,
Mar 22, 03:10:08,-2.4,35°,2° (N),Iridium 65,17 km (E),-7.4,-13°,Calgary,Canada,51.02,-114.02,
Mar 23, 03:03:56,0.6,36°,3° (N),Iridium 68,43 km (E),-7.5,-12°,Calgary,Canada,51.02,-114.02,